Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country,Pos_sh,Age_sh,90s_sh,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Pos_misc,Age_misc,90s_misc,Fls,Fld,Off,Crs,Int,TklW,Pos_gk,Age_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save_pct,CS,CS_pct,match_name,Player_tm,Height,Foot,International matches,Goals,TM_Position,Pos_tm,Value_M,Age_tm
Jason Geria,DF,33-056,2.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Australia,DF,33-056,0.7,0.0,0.0,,0.0,0.0,,,DF,33-056,0.7,2.0,0.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,jason geria,Jason Geria,"1,81m",right,16.0,0,Right-Back,DF,0.35,33
Awer Mabil,"FW,MF",30-293,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Australia,"FW,MF",30-293,0.3,1.0,0.0,0.0,3.0,0.0,0.0,,"FW,MF",30-293,0.3,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,awer mabil,Awer Mabil,"1,78m",right,38.0,10,Left Winger,FW,0.5,30
Tete Yengi,FW,25-219,2.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Australia,FW,25-219,0.3,1.0,1.0,100.0,3.75,3.75,0.0,0.0,FW,25-219,0.3,3.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,tete yengi,Tete Yengi,"1,97m",right,3.0,1,Centre-Forward,FW,0.45,25
Mathew Ryan,GK,34-088,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia,GK,34-088,0.0,0.0,0.0,,0.0,0.0,,,GK,34-088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,34-088,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,mathew ryan,Mathew Ryan,"1,84m",right,104.0,0,Goalkeeper,GK,1.8,34
Miloš Degenek,"DF,MF",32-068,0.0,0,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,milos degenek,Milos Degenek,"1,87m",right,57.0,1,Centre-Back,DF,0.45,32
Cammy Devlin,MF,28-028,0.0,0,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cammy devlin,Cammy Devlin,"1,70m",right,5.0,0,Central Midfield,MF,2.0,28
Paul Izzo,GK,31-180,0.0,0,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paul izzo,Paul Izzo,"1,84m",right,4.0,0,Goalkeeper,GK,0.5,31
Konrad Laimer,"MF,DF",29-039,4.0,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.25,Austria,"MF,DF",29-039,4.0,1.0,0.0,0.0,0.25,0.0,0.0,,"MF,DF",29-039,4.0,6.0,3.0,3.0,4.0,2.0,6.0,,,,,,,,,,,,,,konrad laimer,Konrad Laimer,"1,80m",right,60.0,7,Right-Back,DF,32.0,29
Marcel Sabitzer,MF,32-110,4.0,4,360.0,4.0,1.0,0.0,1.0,0.0,0.25,0.0,Austria,MF,32-110,4.0,5.0,2.0,40.0,1.25,0.5,0.2,0.5,MF,32-110,4.0,2.0,3.0,1.0,31.0,6.0,2.0,,,,,,,,,,,,,,marcel sabitzer,Marcel Sabitzer,"1,78m",right,101.0,27,Central Midfield,MF,6.0,32
Alexander Schlager,GK,30-154,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,GK,30-154,4.0,0.0,0.0,,0.0,0.0,,,GK,30-154,4.0,0.0,1.0,0.0,0.0,0.0,0.0,GK,30-154,4.0,4.0,360.0,4.0,9.0,2.25,22.0,13.0,59.1,0.0,0.0,alexander schlager,Alexander Schlager,"1,88m",right,29.0,0,Goalkeeper,GK,2.0,30
Stefan Posch,DF,29-052,4.0,4,331.0,3.7,0.0,0.0,2.0,0.0,0.0,0.0,Austria,DF,29-052,3.7,3.0,0.0,0.0,0.82,0.0,0.0,,DF,29-052,3.7,7.0,3.0,0.0,3.0,10.0,4.0,,,,,,,,,,,,,,stefan posch,Stefan Posch,"1,88m",right,55.0,5,Centre-Back,DF,6.0,29
Nicolas Seiwald,MF,25-062,4.0,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,Austria,MF,25-062,3.5,3.0,0.0,0.0,0.86,0.0,0.0,,MF,25-062,3.5,1.0,1.0,0.0,3.0,4.0,5.0,,,,,,,,,,,,,,nicolas seiwald,Nicolas Seiwald,"1,79m",right,50.0,1,Defensive Midfield,MF,25.0,25
David Alaba,DF,34-011,4.0,4,275.0,3.1,0.0,1.0,0.0,0.0,0.0,0.33,Austria,DF,34-011,3.1,2.0,0.0,0.0,0.65,0.0,0.0,,DF,34-011,3.1,2.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,,,,,,david alaba,David Alaba,"1,80m",left,116.0,15,Centre-Back,DF,3.0,34
Romano Schmid,"MF,FW",26-159,4.0,4,263.0,2.9,1.0,0.0,0.0,0.0,0.34,0.0,Austria,"MF,FW",26-159,2.9,2.0,1.0,50.0,0.68,0.34,0.5,1.0,"MF,FW",26-159,2.9,3.0,4.0,0.0,3.0,0.0,4.0,,,,,,,,,,,,,,romano schmid,Romano Schmid,"1,68m",right,37.0,4,Attacking Midfield,MF,15.0,26
Xaver Schlager,MF,28-280,4.0,4,238.0,2.6,0.0,1.0,0.0,0.0,0.0,0.38,Austria,MF,28-280,2.6,1.0,0.0,0.0,0.38,0.0,0.0,,MF,28-280,2.6,6.0,0.0,0.0,1.0,7.0,3.0,,,,,,,,,,,,,,xaver schlager,Xaver Schlager,"1,74m",left,54.0,4,Central Midfield,MF,10.0,28
Kevin Danso,DF,27-289,4.0,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,Austria,DF,27-289,2.7,1.0,0.0,0.0,0.37,0.0,0.0,,DF,27-289,2.7,1.0,2.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,kevin danso,Kevin Danso,"1,90m",right,35.0,0,Centre-Back,DF,20.0,27
Paul Wanner,MF,20-194,4.0,2,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Austria,MF,20-194,2.6,1.0,0.0,0.0,0.38,0.0,0.0,,MF,20-194,2.6,4.0,2.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,paul wanner,Paul Wanner,"1,85m",left,6.0,0,Central Midfield,MF,22.0,20
Michael Gregoritsch,FW,32-078,3.0,2,188.0,2.1,0.0,1.0,0.0,0.0,0.0,0.48,Austria,FW,32-078,2.1,1.0,0.0,0.0,0.48,0.0,0.0,,FW,32-078,2.1,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,michael gregoritsch,Michael Gregoritsch,"1,93m",left,77.0,24,Centre-Forward,FW,1.5,32
Philipp Lienhart,DF,29-359,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,DF,29-359,2.0,1.0,0.0,0.0,0.5,0.0,0.0,,DF,29-359,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,philipp lienhart,Philipp Lienhart,"1,89m",right,43.0,3,Centre-Back,DF,10.0,29
Phillipp Mwene,DF,32-157,2.0,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,Austria,DF,32-157,1.6,1.0,0.0,0.0,0.61,0.0,0.0,,DF,32-157,1.6,1.0,1.0,0.0,6.0,3.0,0.0,,,,,,,,,,,,,,phillipp mwene,Phillipp Mwene,"1,70m",right,32.0,0,Left-Back,DF,1.5,32
Marko Arnautović,FW,37-077,4.0,1,144.0,1.6,2.0,0.0,1.0,0.0,1.25,0.0,Austria,FW,37-077,1.6,3.0,3.0,100.0,1.87,1.87,0.33,0.33,FW,37-077,1.6,3.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,marko arnautovic,Marko Arnautovic,"1,92m",both,136.0,49,Centre-Forward,FW,2.0,37
Saša Kalajdžić,FW,28-363,3.0,1,77.0,0.9,1.0,0.0,0.0,0.0,1.17,0.0,Austria,FW,28-363,0.9,4.0,1.0,25.0,4.68,1.17,0.25,1.0,FW,28-363,0.9,2.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,sasa kalajdzic,Sasa Kalajdzic,"2,00m",right,24.0,5,Centre-Forward,FW,4.0,28
Florian Grillitsch,"DF,MF",30-332,2.0,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Austria,"DF,MF",30-332,1.0,0.0,0.0,,0.0,0.0,,,"DF,MF",30-332,1.0,3.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,florian grillitsch,Florian Grillitsch,"1,86m",right,60.0,1,Defensive Midfield,MF,2.5,30
Carney Chukwuemeka,MF,22-258,3.0,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Austria,MF,22-258,0.9,2.0,1.0,50.0,2.17,1.08,0.0,0.0,MF,22-258,0.9,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,carney chukwuemeka,Carney Chukwuemeka,"1,87m",right,5.0,1,Central Midfield,MF,20.0,22
Alexander Prass,"DF,MF",25-040,2.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Austria,"DF,MF",25-040,0.3,0.0,0.0,,0.0,0.0,,,"DF,MF",25-040,0.3,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,alexander prass,Alexander Prass,"1,80m",left,20.0,0,Left Midfield,MF,9.0,25
Marco Friedl,DF,28-111,1.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Austria,DF,28-111,0.3,0.0,0.0,,0.0,0.0,,,DF,28-111,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,marco friedl,Marco Friedl,"1,87m",left,12.0,0,Centre-Back,DF,10.0,28
Patrick Wimmer,"FW,MF",25-036,2.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Austria,"FW,MF",25-036,0.2,1.0,0.0,0.0,4.29,0.0,0.0,,"FW,MF",25-036,0.2,3.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,patrick wimmer,Patrick Wimmer,"1,82m",right,32.0,1,Right Winger,FW,12.0,25
David Affengruber,DF,25-108,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,david affengruber,David Affengruber,"1,85m",right,1.0,0,Centre-Back,DF,20.0,25
Dejan Ljubičić,MF,28-270,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dejan ljubicic,Dejan Ljubicic,"1,87m",right,9.0,1,Defensive Midfield,MF,3.0,28
Patrick Pentz,GK,29-184,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,patrick pentz,Patrick Pentz,"1,83m",left,18.0,0,Goalkeeper,GK,2.2,29
Alessandro Schöpf,MF,32-148,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alessandro schopf,Alessandro Schöpf,"1,78m",right,35.0,6,Central Midfield,MF,0.8,32
Michael Svoboda,DF,27-263,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michael svoboda,Michael Svoboda,"1,95m",right,4.0,0,Centre-Back,DF,3.5,27
Florian Wiegele,GK,25-106,0.0,0,,,,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,florian wiegele,Florian Wiegele,"2,05m",left,1.0,0,Goalkeeper,GK,2.2,25
Thibaut Courtois,GK,34-055,,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,GK,34-055,4.3,0.0,0.0,,0.0,0.0,,,GK,34-055,4.3,0.0,0.0,0.0,0.0,0.0,0.0,GK,34-055,4.0,4.0,390.0,4.3,4.0,0.92,13.0,9.0,69.2,1.0,25.0,thibaut courtois,Thibaut Courtois,"1,99m",left,112,0,Goalkeeper,GK,15.0,34
Brandon Mechele,DF,33-158,,4,390.0,4.3,0.0,0.0,1.0,0.0,0.0,0.0,Belgium,DF,33-158,4.3,5.0,1.0,20.0,1.15,0.23,0.0,0.0,DF,33-158,4.3,7.0,1.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,brandon mechele,Brandon Mechele,"1,90m",right,12,1,Centre-Back,DF,2.8,33
Youri Tielemans,MF,29-059,,4,384.0,4.3,2.0,0.0,0.0,0.0,0.47,0.0,Belgium,MF,29-059,4.3,9.0,3.0,33.3,2.11,0.7,0.11,0.33,MF,29-059,4.3,6.0,9.0,1.0,13.0,1.0,4.0,,,,,,,,,,,,,,youri tielemans,Youri Tielemans,"1,76m",right,88,13,Central Midfield,MF,30.0,29
Leandro Trossard,"MF,FW",31-213,,4,359.0,4.0,2.0,1.0,0.0,0.0,0.5,0.25,Belgium,"MF,FW",31-213,4.0,13.0,3.0,23.1,3.26,0.75,0.15,0.67,"MF,FW",31-213,4.0,3.0,7.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,leandro trossard,Leandro Trossard,"1,72m",right,54,14,Left Winger,FW,18.0,31
Kevin De Bruyne,MF,35-007,,4,297.0,3.3,1.0,0.0,0.0,0.0,0.3,0.0,Belgium,MF,35-007,3.3,18.0,4.0,22.2,5.45,1.21,0.06,0.25,MF,35-007,3.3,0.0,3.0,0.0,20.0,0.0,1.0,,,,,,,,,,,,,,kevin de bruyne,Kevin De Bruyne,"1,81m",right,122,38,Attacking Midfield,MF,8.0,35
Timothy Castagne,DF,30-212,,3,298.0,3.3,0.0,0.0,1.0,0.0,0.0,0.0,Belgium,DF,30-212,3.3,2.0,0.0,0.0,0.6,0.0,0.0,,DF,30-212,3.3,5.0,0.0,0.0,15.0,7.0,6.0,,,,,,,,,,,,,,timothy castagne,Timothy Castagne,"1,85m",right,66,2,Right-Back,DF,8.0,30
Maxim De Cuyper,DF,25-195,,3,292.0,3.2,0.0,0.0,1.0,0.0,0.0,0.0,Belgium,DF,25-195,3.2,9.0,6.0,66.7,2.77,1.85,0.0,0.0,DF,25-195,3.2,5.0,1.0,0.0,8.0,4.0,2.0,,,,,,,,,,,,,,maxim de cuyper,Maxim De Cuyper,"1,82m",left,22,4,Left-Back,DF,22.0,25
Jeremy Doku,MF,24-039,,3,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,MF,24-039,2.2,3.0,1.0,33.3,1.38,0.46,0.0,0.0,MF,24-039,2.2,1.0,10.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,,jeremy doku,Jérémy Doku,"1,73m",right,45,7,Left Winger,FW,75.0,24
Charles De Ketelaere,"FW,MF",25-117,,3,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,"FW,MF",25-117,2.2,1.0,1.0,100.0,0.46,0.46,0.0,0.0,"FW,MF",25-117,2.2,2.0,2.0,0.0,2.0,3.0,3.0,,,,,,,,,,,,,,charles de ketelaere,Charles De Ketelaere,"1,92m",left,32,6,Attacking Midfield,MF,30.0,25
Arthur Theate,DF,26-041,,2,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,DF,26-041,2.5,5.0,1.0,20.0,1.97,0.39,0.0,0.0,DF,26-041,2.5,1.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,arthur theate,Arthur Theate,"1,85m",left,35,1,Centre-Back,DF,17.0,26
Thomas Meunier,DF,34-296,,2,190.0,2.1,0.0,1.0,0.0,0.0,0.0,0.47,Belgium,DF,34-296,2.1,2.0,1.0,50.0,0.95,0.47,0.0,0.0,DF,34-296,2.1,9.0,0.0,0.0,7.0,2.0,2.0,,,,,,,,,,,,,,thomas meunier,Thomas Meunier,"1,90m",right,82,10,Right-Back,DF,1.5,34
Hans Vanaken,MF,33-315,,2,190.0,2.1,0.0,1.0,0.0,0.0,0.0,0.47,Belgium,MF,33-315,2.1,4.0,0.0,0.0,1.89,0.0,0.0,,MF,33-315,2.1,0.0,4.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,hans vanaken,Hans Vanaken,"1,95m",right,37,7,Attacking Midfield,MF,5.0,33
Nathan Ngoy,DF,23-025,,2,155.0,1.7,0.0,0.0,0.0,1.0,0.0,0.0,Belgium,DF,23-025,1.7,1.0,0.0,0.0,0.58,0.0,0.0,,DF,23-025,1.7,4.0,1.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,,nathan ngoy,Nathan Ngoy,"1,83m",right,6,0,Centre-Back,DF,25.0,23
Romelu Lukaku,FW,33-053,,1,178.0,2.0,2.0,1.0,1.0,0.0,1.01,0.51,Belgium,FW,33-053,2.0,5.0,2.0,40.0,2.53,1.01,0.4,1.0,FW,33-053,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,romelu lukaku,Romelu Lukaku,"1,90m",left,129,91,Centre-Forward,FW,6.0,33
Nicolas Raskin,MF,25-132,,1,163.0,1.8,0.0,1.0,0.0,0.0,0.0,0.55,Belgium,MF,25-132,1.8,1.0,0.0,0.0,0.55,0.0,0.0,,MF,25-132,1.8,4.0,0.0,0.0,3.0,0.0,1.0,,,,,,,,,,,,,,nicolas raskin,Nicolas Raskin,"1,78m",right,16,2,Defensive Midfield,MF,12.0,25
Amadou Onana,MF,24-323,,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,MF,24-323,1.0,2.0,0.0,0.0,2.09,0.0,0.0,,MF,24-323,1.0,1.0,3.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,amadou onana,Amadou Onana,"1,95m",right,31,1,Defensive Midfield,MF,45.0,24
Alexis Saelemaekers,MF,27-008,,1,76.0,0.8,1.0,0.0,0.0,0.0,1.18,0.0,Belgium,MF,27-008,0.8,4.0,1.0,25.0,4.74,1.18,0.25,1.0,MF,27-008,0.8,0.0,2.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,alexis saelemaekers,Alexis Saelemaekers,"1,80m",right,26,3,Right Midfield,MF,20.0,27
Dodi Lukebakio,"FW,MF",28-284,,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,"FW,MF",28-284,1.1,5.0,1.0,20.0,4.59,0.92,0.0,0.0,"FW,MF",28-284,1.1,0.0,1.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,dodi lukebakio,Dodi Lukébakio,"1,84m",left,31,6,Right Winger,FW,15.0,28
Diego Moreira,MF,21-333,,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,MF,21-333,0.6,0.0,0.0,,0.0,0.0,,,MF,21-333,0.6,2.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,diego moreira,Diego Moreira,"1,79m",left,3,0,Left Midfield,MF,25.0,21
Matias Fernandez-Pardo,"FW,MF",21-152,,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,"FW,MF",21-152,0.5,3.0,0.0,0.0,6.14,0.0,0.0,,"FW,MF",21-152,0.5,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,matias fernandez pardo,Matias Fernandez-Pardo,"1,88m",right,5,0,Centre-Forward,FW,35.0,21
Koni De Winter,DF,24-023,,0,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koni de winter,Koni De Winter,"1,91m",right,8,0,Centre-Back,DF,23.0,24
Senne Lammens,GK,23-363,,0,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senne lammens,Senne Lammens,"1,93m",right,2,0,Goalkeeper,GK,35.0,23
Mike Penders,GK,20-339,,0,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mike penders,Mike Penders,"2,00m",left,-,0,Goalkeeper,GK,25.0,20
Joaquin Seys,DF,21-099,,0,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joaquin seys,Joaquin Seys,"1,78m",left,5,0,Left-Back,DF,20.0,21
Axel Witsel,"DF,MF",37-174,,0,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,axel witsel,Axel Witsel,"1,86m",right,138,12,Defensive Midfield,MF,1.2,37
Nikola Vasilj,GK,30-215,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,GK,30-215,4.0,0.0,0.0,,0.0,0.0,,,GK,30-215,4.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,30-215,4.0,4.0,360.0,4.0,8.0,2.0,14.0,6.0,42.9,0.0,0.0,nikola vasilj,Nikola Vasilj,"1,93m",right,29,0,Goalkeeper,GK,4.5,30
Ermedin Demirović,FW,28-102,4.0,4,354.0,3.9,0.0,0.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,FW,28-102,3.9,4.0,4.0,100.0,1.02,1.02,0.0,0.0,FW,28-102,3.9,11.0,3.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,ermedin demirovic,Ermedin Demirovic,"1,85m",right,43,4,Centre-Forward,FW,22.0,28
Sead Kolašinac,DF,33-015,4.0,4,337.0,3.7,0.0,1.0,0.0,0.0,0.0,0.27,Bosnia and Herzegovina,DF,33-015,3.7,0.0,0.0,,0.0,0.0,,,DF,33-015,3.7,6.0,4.0,0.0,9.0,2.0,6.0,,,,,,,,,,,,,,sead kolasinac,Sead Kolasinac,"1,83m",left,68,0,Centre-Back,DF,4.0,33
Nikola Katić,DF,29-268,4.0,4,317.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,DF,29-268,3.5,2.0,0.0,0.0,0.57,0.0,0.0,,DF,29-268,3.5,4.0,0.0,0.0,0.0,5.0,6.0,,,,,,,,,,,,,,nikola katic,Nikola Katic,"1,94m",right,20,2,Centre-Back,DF,1.8,29
Kerim Alajbegović,MF,18-287,4.0,3,277.0,3.1,1.0,0.0,0.0,0.0,0.32,0.0,Bosnia and Herzegovina,MF,18-287,3.1,4.0,1.0,25.0,1.3,0.32,0.25,1.0,MF,18-287,3.1,4.0,6.0,1.0,15.0,2.0,0.0,,,,,,,,,,,,,,kerim alajbegovic,Kerim Alajbegovic,"1,86m",both,13,2,Left Winger,FW,22.0,18
Amar Dedić,DF,23-321,3.0,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,DF,23-321,3.0,2.0,1.0,50.0,0.67,0.33,0.0,0.0,DF,23-321,3.0,6.0,3.0,0.0,0.0,1.0,7.0,,,,,,,,,,,,,,amar dedic,Amar Dedić,"1,80m",right,30,1,Right-Back,DF,16.0,23
Tarik Muharemovic,DF,23-127,3.0,3,259.0,2.9,0.0,0.0,0.0,1.0,0.0,0.0,Bosnia and Herzegovina,DF,23-127,2.9,1.0,0.0,0.0,0.35,0.0,0.0,,DF,23-127,2.9,5.0,2.0,0.0,1.0,8.0,1.0,,,,,,,,,,,,,,tarik muharemovic,Tarik Muharemović,"1,92m",left,16,1,Centre-Back,DF,25.0,23
Ivan Šunjić,MF,29-269,4.0,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,MF,29-269,2.2,1.0,1.0,100.0,0.46,0.46,0.0,0.0,MF,29-269,2.2,7.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,ivan sunjic,Ivan Šunjić,"1,83m",right,14,0,Defensive Midfield,MF,2.0,29
Edin Džeko,FW,40-110,3.0,3,176.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,FW,40-110,2.0,3.0,0.0,0.0,1.53,0.0,0.0,,FW,40-110,2.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,edin dzeko,Edin Dzeko,"1,92m",right,150,73,Centre-Forward,FW,1.0,40
Benjamin Tahirovic,MF,23-124,4.0,2,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,MF,23-124,2.6,1.0,0.0,0.0,0.38,0.0,0.0,,MF,23-124,2.6,3.0,2.0,0.0,2.0,4.0,4.0,,,,,,,,,,,,,,benjamin tahirovic,Benjamin Tahirović,"1,91m",right,31,2,Central Midfield,MF,4.5,23
Esmir Bajraktarevic,MF,21-117,4.0,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,MF,21-117,2.6,3.0,2.0,66.7,1.17,0.78,0.0,0.0,MF,21-117,2.6,1.0,2.0,0.0,8.0,3.0,0.0,,,,,,,,,,,,,,esmir bajraktarevic,Esmir Bajraktarevic,"1,75m",left,19,1,Right Winger,FW,8.0,21
Amar Memić,MF,25-166,4.0,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,MF,25-166,2.5,3.0,1.0,33.3,1.21,0.4,0.0,0.0,MF,25-166,2.5,4.0,3.0,0.0,5.0,2.0,2.0,,,,,,,,,,,,,,amar memic,Amar Memić,"1,76m",right,16,1,Right Midfield,MF,4.5,25
Stjepan Radeljić,DF,28-303,2.0,2,180.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,DF,28-303,2.0,1.0,0.0,0.0,0.5,0.0,0.0,,DF,28-303,2.0,1.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,stjepan radeljic,Stjepan Radeljic,"2,01m",left,6,0,Centre-Back,DF,2.8,28
Ivan Bašić,MF,24-066,3.0,2,179.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,Bosnia and Herzegovina,MF,24-066,2.0,4.0,0.0,0.0,2.01,0.0,0.0,,MF,24-066,2.0,2.0,3.0,0.0,12.0,3.0,1.0,,,,,,,,,,,,,,ivan basic,Ivan Basic,"1,78m",left,20,0,Central Midfield,MF,1.5,24
Armin Gigovic,MF,24-090,2.0,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,MF,24-090,0.9,0.0,0.0,,0.0,0.0,,,MF,24-090,0.9,0.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,armin gigovic,Armin Gigovic,"1,87m",right,21,1,Central Midfield,MF,2.5,24
Jovo Lukić,FW,27-219,2.0,1,67.0,0.7,1.0,0.0,1.0,0.0,1.34,0.0,Bosnia and Herzegovina,FW,27-219,0.7,3.0,2.0,66.7,4.03,2.69,0.33,0.5,FW,27-219,0.7,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,jovo lukic,Jovo Lukić,"1,90m",left,5,1,Centre-Forward,FW,2.2,27
Arjan Malic,DF,20-311,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina,DF,20-311,0.5,0.0,0.0,,0.0,0.0,,,DF,20-311,0.5,1.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,arjan malic,Arjan Malic,"1,86m",right,9,0,Right-Back,DF,1.8,20
Ermin Mahmić,MF,21-113,3.0,0,68.0,0.8,2.0,0.0,1.0,0.0,2.65,0.0,Bosnia and Herzegovina,MF,21-113,0.8,4.0,2.0,50.0,5.29,2.65,0.5,1.0,MF,21-113,0.8,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,ermin mahmic,Ermin Mahmic,"1,82m",right,4,2,Attacking Midfield,MF,5.0,21
